claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__military_pay_rates__base_pay_e-9_18__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_18,E-9 base pay · 18 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-9 base pay · 18 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,annualizedRate,Annual,currency,97261.20000000001,97261.20000000001,,record_level_placeholder,seed_default,Research and verify annual for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,seed_default,Research and verify branch for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,dependencyStatus,Dependency Status,,n/a,n/a,,record_level_placeholder,seed_default,Research and verify dependency status for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,effectiveEnd,Effective End,date,,,,record_level_placeholder,seed_default,Research and verify effective end for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,effectiveStart,Effective Start,date,2026-01-01,2026-01-01,,record_level_placeholder,seed_default,Research and verify effective start for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,monthlyRate,Monthly,currency,8105.1,8105.1,,record_level_placeholder,seed_default,Research and verify monthly for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__notes,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,notes,Notes,,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,2026 DFAS enlisted pay table row. The engine applies annual raise schedule rows to future years when a newer explicit table year is not present.,,record_level_placeholder,seed_default,Research and verify notes for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__payGrade,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,payGrade,Pay Grade,,E-9,E-9,,record_level_placeholder,seed_default,Research and verify pay grade for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__component,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,component,Pay Type,,base_pay,base_pay,,record_level_placeholder,seed_default,Research and verify pay type for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,yearsOfService,TAFMS Bracket,number,20,20,,record_level_placeholder,seed_default,Research and verify tafms bracket for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__tableYear,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,tableYear,Table Year,number,2026,2026,,record_level_placeholder,seed_default,Research and verify table year for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__base_pay_e-9_20__taxStatus,military-benefits,Military & Benefits,military_pay_rates,base_pay_e-9_20,E-9 base pay · 20 YOS bracket,taxStatus,Tax Status,,taxable,taxable,,record_level_placeholder,seed_default,Research and verify tax status for E-9 base pay · 20 YOS bracket.,,,,,DFAS / official military pay tables,https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/Basic-Pay/EM/lang/en/,DFAS / official military pay tables,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e7_to_e8__fromPayGradeNumeric,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e7_to_e8,E-7 to E-8 promotion guardrail,fromPayGradeNumeric,From Grade,paygrade,7,7,,record_level_placeholder,placeholder_pending_research,Research and verify from grade for E-7 to E-8 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e7_to_e8__minYearsOfService,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e7_to_e8,E-7 to E-8 promotion guardrail,minYearsOfService,Min TAFMS,number,16,16,,record_level_placeholder,placeholder_pending_research,Research and verify min tafms for E-7 to E-8 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e7_to_e8__minTimeInGradeYears,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e7_to_e8,E-7 to E-8 promotion guardrail,minTimeInGradeYears,Min TIG,number,4,4,,record_level_placeholder,placeholder_pending_research,Research and verify min tig for E-7 to E-8 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e7_to_e8__notes,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e7_to_e8,E-7 to E-8 promotion guardrail,notes,Notes,,Planner validation rule for the next promotion step. Replace with researched official criteria during the next source pass.,Planner validation rule for the next promotion step. Replace with researched official criteria during the next source pass.,,record_level_placeholder,placeholder_pending_research,Research and verify notes for E-7 to E-8 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e7_to_e8__toPayGradeNumeric,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e7_to_e8,E-7 to E-8 promotion guardrail,toPayGradeNumeric,To Grade,paygrade,8,8,,record_level_placeholder,placeholder_pending_research,Research and verify to grade for E-7 to E-8 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e8_to_e9__fromPayGradeNumeric,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e8_to_e9,E-8 to E-9 promotion guardrail,fromPayGradeNumeric,From Grade,paygrade,8,8,,record_level_placeholder,placeholder_pending_research,Research and verify from grade for E-8 to E-9 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e8_to_e9__minYearsOfService,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e8_to_e9,E-8 to E-9 promotion guardrail,minYearsOfService,Min TAFMS,number,19,19,,record_level_placeholder,placeholder_pending_research,Research and verify min tafms for E-8 to E-9 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e8_to_e9__minTimeInGradeYears,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e8_to_e9,E-8 to E-9 promotion guardrail,minTimeInGradeYears,Min TIG,number,3,3,,record_level_placeholder,placeholder_pending_research,Research and verify min tig for E-8 to E-9 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e8_to_e9__notes,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e8_to_e9,E-8 to E-9 promotion guardrail,notes,Notes,,Planner validation rule for the final enlisted promotion step. Replace with researched official criteria during the next source pass.,Planner validation rule for the final enlisted promotion step. Replace with researched official criteria during the next source pass.,,record_level_placeholder,placeholder_pending_research,Research and verify notes for E-8 to E-9 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_promotion_rules__promo_rule_e8_to_e9__toPayGradeNumeric,military-benefits,Military & Benefits,military_promotion_rules,promo_rule_e8_to_e9,E-8 to E-9 promotion guardrail,toPayGradeNumeric,To Grade,paygrade,9,9,,record_level_placeholder,placeholder_pending_research,Research and verify to grade for E-8 to E-9 promotion guardrail.,,,,,Planner promotion guardrail placeholder,,Planner promotion guardrail placeholder,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_raise_schedule__mil_raise_2027__appliesTo,military-benefits,Military & Benefits,military_raise_schedule,mil_raise_2027,Military raise schedule · 2027,appliesTo,Applies To,,Military pay tables and baseline BAH/BAS fallback growth,Military pay tables and baseline BAH/BAS fallback growth,,record_level_placeholder,official_budget_assumption,Research and verify applies to for Military raise schedule · 2027.,,,,,DoD Green Book FY2025 pay assumption table,https://comptroller.defense.gov/Portals/45/Documents/defbudget/FY2025/fy25_Green_Book.pdf,DoD Green Book FY2025 pay assumption table,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_raise_schedule__mil_raise_2027__notes,military-benefits,Military & Benefits,military_raise_schedule,mil_raise_2027,Military raise schedule · 2027,notes,Notes,,Used when a future explicit military table year is not populated yet.,Used when a future explicit military table year is not populated yet.,,record_level_placeholder,official_budget_assumption,Research and verify notes for Military raise schedule · 2027.,,,,,DoD Green Book FY2025 pay assumption table,https://comptroller.defense.gov/Portals/45/Documents/defbudget/FY2025/fy25_Green_Book.pdf,DoD Green Book FY2025 pay assumption table,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
